her first dog park outing	| I took my dog to the dog park yesterday. The park is very new. We walked around and played with the other dogs. I took my dog to the dog park again today. I have a lot of new friends at the dog park.
toe	| Tom wanted a new pair of shoes. He went to the shoe store. They were out of shoes. He couldn't afford them. He went to eBay.
the soup kitchen	| Fred always wanted to try cooking. He bought a stockpot and some noodles. He put the noodles into the stockpot. He waited until it was almost ready. He finished the soup and enjoyed it.
stolen	| Tom was at a party. He was with friends. He forgot his phone. All of his friends had it. He had to leave early.
bad cold	| usie had the flu. She wasn't feeling well. So she had to go to the doctor. She had the flu. So she had to go home. <|endoftext|>>
manly weekend	| John was feeling like a man. He decided he needed to get a haircut. John took his time cutting his hair. When he was done he was very happy. He felt like a man.
short nap	| usan went to the beach. She had a nap before going to the beach. She was supposed to go to the beach for a nap. Susan didn't go to the beach. She had a nap in the sand. <|endoftext|>>
labor	| Amy wanted to get a job. Her parents said no because she was too young. She had to go out and find work. She got a job at a fast food place. She made more money that she had at home.
tea time	| I went to my friend's house tonight. He brought his wife a tea tea set. She brought her tea tray. It was amazing. His wife was so happy.
train	| The boy boarded the train. The train took him to Chicago. He checked in his quarters. He was tired after the long trip. He slept in his car the next day.
advil and headphones	| Tim was at the beach with his friends. He was playing his iPod. He dropped his iPod on the sand. The iPod was smashed. Tim had to buy an expensive new iPod.
sculpture	| I was at the museum yesterday. I saw a sculpture by a famous artist. He used a large scale model. It was amazing to see. I was happy to see a sculpture.
no luck	| My neighbor's dog was barking. I told him to stop barking. He continued barking. So , I took him to the vet's office. They said that he had rabies.
roger 's dream	| Roger wanted to be a professional baseball pitcher. He enrolled in baseball lessons. He worked very hard at pitching. Roger was very good. Roger won the first ever professional baseball game that year.
black hat - white hat	| My friend is white. He has a black hat. He has a black eye. He has a black tooth. He is turning 18 years old today.
running out of supplies	| Tina was going grocery shopping. She noticed that she was out of water. Tina couldn't find any bottled water. Tina had to buy her own water. The water was a bit cheaper than buying bottled water.
cheer	| Gina's mother had just finished a speech. She was going to give a speech about her daughter. Her mother had been preparing for months. She was in awe of her daughter's talents. Gina was very happy to finally see someone like her.
wrapping failure	| I had a meeting last week. I was supposed to wrap up my business for the day. However , all of my papers were not folded. I tried and tried to unwrap them. Unfortunately , I did not have the time to do so.
side business	| Gina had to work at a small restaurant. She was nervous about the business. She worked hard. She enjoyed every minute of it. She was proud of herself for the hard work.
rock	| One day , I went to the playground. As I was walking , I saw a rock. It was very big , so I picked it up. I threw it at the wall. The rock flew out of my hands and broke into three pieces.
sad day	| Tom was sad. He couldn't eat his favorite sandwich. He called up his friend. He asked her to buy him a sandwich. His friend agreed and they had a nice chat.
